image_id,disease,yolo_class_id,split,source_path,label_exists
3f4f24bb-1810-49dd-b878-f2af30b69315.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\3f4f24bb-1810-49dd-b878-f2af30b69315.JPG,False
39e904cc-bd0f-4c8b-9d3d-604c4f246803.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\39e904cc-bd0f-4c8b-9d3d-604c4f246803.JPG,False
7a133759-c7cd-4856-9a3d-8d49d388e5e1.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\7a133759-c7cd-4856-9a3d-8d49d388e5e1.JPG,False
ff17b09a-a3d8-4e64-9f99-a81c79c7b6de.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\ff17b09a-a3d8-4e64-9f99-a81c79c7b6de.JPG,False
9c0cdb1e-4a41-47a8-a57c-cd7a9b15e0e8.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\9c0cdb1e-4a41-47a8-a57c-cd7a9b15e0e8.JPG,False
f9507a22-d048-40ee-a6b0-21cbdf6c6a97.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\f9507a22-d048-40ee-a6b0-21cbdf6c6a97.JPG,False
f32a34ad-458f-4b6b-ba62-44a779c6fa22.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\f32a34ad-458f-4b6b-ba62-44a779c6fa22.JPG,False
188aa02e-7759-4d72-a4e8-ff90c907131c.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\188aa02e-7759-4d72-a4e8-ff90c907131c.JPG,False
dd02324d-fc79-4e36-9ef0-15938090e99d.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\dd02324d-fc79-4e36-9ef0-15938090e99d.JPG,False
d0b0ebf1-f292-4feb-bbda-8a993b6de221.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\d0b0ebf1-f292-4feb-bbda-8a993b6de221.JPG,False
1f367747-41c5-47df-943c-57525efb4da5.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\1f367747-41c5-47df-943c-57525efb4da5.JPG,False
e02eb358-59c3-4a21-8636-05c84947b168.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\e02eb358-59c3-4a21-8636-05c84947b168.JPG,False
87722656-b04e-491f-ae45-f5fd6bd4ee53.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\87722656-b04e-491f-ae45-f5fd6bd4ee53.JPG,False
4da6f09f-e2da-46c9-a903-cb9197308b37.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\4da6f09f-e2da-46c9-a903-cb9197308b37.JPG,False
66b23741-679f-449b-87dc-7ce62081493c.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\66b23741-679f-449b-87dc-7ce62081493c.JPG,False
a3d42443-3c02-48ef-95b2-0b2591929b34.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\a3d42443-3c02-48ef-95b2-0b2591929b34.JPG,False
b0bda30c-2ea1-4f4f-be4a-e64df8a2df94.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\b0bda30c-2ea1-4f4f-be4a-e64df8a2df94.JPG,False
cd9645b2-aea8-4a8a-b94c-6c0dc181c7aa.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\cd9645b2-aea8-4a8a-b94c-6c0dc181c7aa.JPG,False
00383159-b435-48d6-b390-5d1e4b746290.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\00383159-b435-48d6-b390-5d1e4b746290.JPG,False
51de4f25-7981-4c1e-b185-954da8537e77.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\51de4f25-7981-4c1e-b185-954da8537e77.JPG,False
80618862-5366-4b9c-80ec-5fcd0fa57911.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\80618862-5366-4b9c-80ec-5fcd0fa57911.JPG,False
6917a2b2-1ebc-49a6-b1bc-09e626a8689e.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\6917a2b2-1ebc-49a6-b1bc-09e626a8689e.JPG,False
c83d652f-1016-4396-a320-1a76bbbcb987.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\c83d652f-1016-4396-a320-1a76bbbcb987.JPG,False
c4912c6e-264b-441c-91a4-1f6c29d60c22.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\c4912c6e-264b-441c-91a4-1f6c29d60c22.JPG,False
2ea7e2b4-9e5b-4b36-917c-6cbfd0c6cba7.JPG,Early_blight,0,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\2ea7e2b4-9e5b-4b36-917c-6cbfd0c6cba7.JPG,False
ae110b2e-7e3d-4d2a-bced-1a44a7f225eb.JPG,Early_blight,0,val,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\ae110b2e-7e3d-4d2a-bced-1a44a7f225eb.JPG,False
a7128f33-0903-4710-910e-1222494f2346.JPG,Early_blight,0,val,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\a7128f33-0903-4710-910e-1222494f2346.JPG,False
e6a1a7fe-ca96-4e91-b6e2-e31409608629.JPG,Early_blight,0,val,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\e6a1a7fe-ca96-4e91-b6e2-e31409608629.JPG,False
9a400e75-3586-48ae-bfa5-83ffd28c736a.JPG,Early_blight,0,val,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\9a400e75-3586-48ae-bfa5-83ffd28c736a.JPG,False
e38bf449-f6d8-4178-a7ac-e41290c3236e.JPG,Early_blight,0,val,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\e38bf449-f6d8-4178-a7ac-e41290c3236e.JPG,False
15c53a87-6518-483e-be77-0a9a761be704.JPG,Early_blight,0,val,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\15c53a87-6518-483e-be77-0a9a761be704.JPG,False
6220a1e7-fee0-411d-845b-7c372818e028.JPG,Early_blight,0,val,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\6220a1e7-fee0-411d-845b-7c372818e028.JPG,False
b4c68979-087f-4c17-88e8-a1dac017ae82.JPG,Early_blight,0,test,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\b4c68979-087f-4c17-88e8-a1dac017ae82.JPG,False
30286b7a-883a-4ab1-b6b3-e7e886cc0b06.JPG,Early_blight,0,test,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\30286b7a-883a-4ab1-b6b3-e7e886cc0b06.JPG,False
98cf9e2f-ddd1-4b79-a007-5b68ba317d54.JPG,Early_blight,0,test,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\98cf9e2f-ddd1-4b79-a007-5b68ba317d54.JPG,False
90e974de-b5e7-4d7a-b042-42ba3c02a2a2.JPG,Early_blight,0,test,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\90e974de-b5e7-4d7a-b042-42ba3c02a2a2.JPG,False
1b9206d3-18da-4506-9e1c-b5b47e853e37.JPG,Early_blight,0,test,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Early_blight\1b9206d3-18da-4506-9e1c-b5b47e853e37.JPG,False
b8b58132-dbda-4728-a6ac-13a078231012.JPG,Early_blight,0,test,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\b8b58132-dbda-4728-a6ac-13a078231012.JPG,False
20d3e6ae-91b9-4233-b3ff-9511be5be934.JPG,Early_blight,0,test,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\20d3e6ae-91b9-4233-b3ff-9511be5be934.JPG,False
99a80e7c-c226-4a9d-872f-f6aff42e1880.JPG,Early_blight,0,test,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Early_blight\99a80e7c-c226-4a9d-872f-f6aff42e1880.JPG,False
e8dbf21f-87a2-4d8b-8a24-72b92c762f46.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\e8dbf21f-87a2-4d8b-8a24-72b92c762f46.JPG,False
d9f2f469-087e-481d-ba3d-0469f1f8dce5.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\d9f2f469-087e-481d-ba3d-0469f1f8dce5.JPG,False
0595377c-3b8e-4356-bc29-8fecf9612c28.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\0595377c-3b8e-4356-bc29-8fecf9612c28.JPG,False
cc9cf432-3c83-45c2-93c4-e6d5859e0c01.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\cc9cf432-3c83-45c2-93c4-e6d5859e0c01.JPG,False
f3edb72a-9b10-4813-a761-9b09d1198fe1.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\f3edb72a-9b10-4813-a761-9b09d1198fe1.JPG,False
58a80a56-a101-48d1-af56-268bc00c96de.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\58a80a56-a101-48d1-af56-268bc00c96de.JPG,False
9babcef8-1cb1-4b87-80c3-9f0b05077872.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\9babcef8-1cb1-4b87-80c3-9f0b05077872.JPG,False
b95c7523-8361-411a-9d3f-203ccc3ef615.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\b95c7523-8361-411a-9d3f-203ccc3ef615.JPG,False
99f155c4-f67a-47b0-86e0-a38282b744f6.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\99f155c4-f67a-47b0-86e0-a38282b744f6.JPG,False
879483ef-c2b7-48c1-b6e9-4d3c391fbace.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\879483ef-c2b7-48c1-b6e9-4d3c391fbace.JPG,False
a6b426d7-3c30-4b9b-a929-97cfab3f606c.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\a6b426d7-3c30-4b9b-a929-97cfab3f606c.JPG,False
83b50274-d05a-425a-8870-8397e1f21253.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\83b50274-d05a-425a-8870-8397e1f21253.JPG,False
f568f21b-80c4-4fd3-a8fe-6dbd2b41a9ea.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\f568f21b-80c4-4fd3-a8fe-6dbd2b41a9ea.JPG,False
c401b2cc-4b8c-491d-9fde-19a1e53c8583.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\c401b2cc-4b8c-491d-9fde-19a1e53c8583.JPG,False
ab6acd4f-0c4b-4130-8991-41572767f083.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\ab6acd4f-0c4b-4130-8991-41572767f083.JPG,False
e6a08c08-6a4c-445c-b3df-bd3d9ce66a85.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\e6a08c08-6a4c-445c-b3df-bd3d9ce66a85.JPG,False
b9bfbc25-9a22-42d2-a531-59017256c770.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\b9bfbc25-9a22-42d2-a531-59017256c770.JPG,False
ce7c6df9-8bd9-4dd3-9a39-7288728ffe44.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\ce7c6df9-8bd9-4dd3-9a39-7288728ffe44.JPG,False
9db2a832-f3f5-4e74-bff1-6fd6d9860b99.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\9db2a832-f3f5-4e74-bff1-6fd6d9860b99.JPG,False
b1a3b01a-8be8-4bde-b439-c1deaef8a95d.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\b1a3b01a-8be8-4bde-b439-c1deaef8a95d.JPG,False
876e352a-3107-40de-8c57-3b1861ffd1c4.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\876e352a-3107-40de-8c57-3b1861ffd1c4.JPG,False
b6b826fd-6bfc-4978-b547-6fc768abdc9e.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\b6b826fd-6bfc-4978-b547-6fc768abdc9e.JPG,False
8324b50e-65bc-4943-8581-be5a6137d7fa.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\8324b50e-65bc-4943-8581-be5a6137d7fa.JPG,False
5aed5119-a1f6-4d1d-b59c-660125f81a0c.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\5aed5119-a1f6-4d1d-b59c-660125f81a0c.JPG,False
810e8de9-665a-4e93-a533-0cbaf3574bee.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\810e8de9-665a-4e93-a533-0cbaf3574bee.JPG,False
9c3ba921-f491-4835-ae32-7e6c0ade6c66.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\9c3ba921-f491-4835-ae32-7e6c0ade6c66.JPG,False
c69668f9-581d-4b63-9a7b-cc9a7ff00928.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\c69668f9-581d-4b63-9a7b-cc9a7ff00928.JPG,False
8a5ebd85-77a0-4e81-a143-e58840c15b19.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\8a5ebd85-77a0-4e81-a143-e58840c15b19.JPG,False
85094a39-f7d1-4d61-8b8d-8b3990d02b05.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\85094a39-f7d1-4d61-8b8d-8b3990d02b05.JPG,False
4ce3987a-e862-4fb3-99f4-bc7445211625.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\4ce3987a-e862-4fb3-99f4-bc7445211625.JPG,False
e9509cae-5764-48e8-b3e1-4a639092708c.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\e9509cae-5764-48e8-b3e1-4a639092708c.JPG,False
3bbca019-c0fb-4ac8-aafa-0aee0f3379a7.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\3bbca019-c0fb-4ac8-aafa-0aee0f3379a7.JPG,False
8fe6feba-a2ae-4978-910d-bdd2c2748991.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\8fe6feba-a2ae-4978-910d-bdd2c2748991.JPG,False
9470fd2e-8f37-4266-bc30-deb66c8d5085.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\9470fd2e-8f37-4266-bc30-deb66c8d5085.JPG,False
efd991c4-9190-4ed7-a860-cac3d876c7a4.JPG,Late_blight,1,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\efd991c4-9190-4ed7-a860-cac3d876c7a4.JPG,False
e613eba0-0e31-47c2-86e7-4df3e438a863.JPG,Late_blight,1,val,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\e613eba0-0e31-47c2-86e7-4df3e438a863.JPG,False
580f4630-e447-4a3e-9221-54a7cb9b4e4f.JPG,Late_blight,1,val,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\580f4630-e447-4a3e-9221-54a7cb9b4e4f.JPG,False
6b3b54ea-edce-40bc-abf4-63b0c5fdd8ad.JPG,Late_blight,1,val,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\6b3b54ea-edce-40bc-abf4-63b0c5fdd8ad.JPG,False
970010b7-e451-4ab7-9c3f-3cc2c752cbe0.JPG,Late_blight,1,val,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\970010b7-e451-4ab7-9c3f-3cc2c752cbe0.JPG,False
53042b1d-d463-485f-a648-4b20df2258b1.JPG,Late_blight,1,val,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\53042b1d-d463-485f-a648-4b20df2258b1.JPG,False
0d320a52-403a-44ac-95e1-e1905f1c2221.JPG,Late_blight,1,val,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\0d320a52-403a-44ac-95e1-e1905f1c2221.JPG,False
d4479d91-e20e-487c-8520-cc406ad9e195.JPG,Late_blight,1,val,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\d4479d91-e20e-487c-8520-cc406ad9e195.JPG,False
06dcde27-0f0e-4b4c-9174-5a99192e2c4a.JPG,Late_blight,1,test,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\06dcde27-0f0e-4b4c-9174-5a99192e2c4a.JPG,False
bc411f1b-85be-4a53-aa8f-2725db90ee14.JPG,Late_blight,1,test,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\bc411f1b-85be-4a53-aa8f-2725db90ee14.JPG,False
1cc24a60-c3d7-49fe-b6d6-576169720454.JPG,Late_blight,1,test,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Late_blight\1cc24a60-c3d7-49fe-b6d6-576169720454.JPG,False
bcbb7eaf-77ed-4c61-91bc-632ec4d342d1.JPG,Late_blight,1,test,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\bcbb7eaf-77ed-4c61-91bc-632ec4d342d1.JPG,False
47b3358f-62bf-48b8-a389-ab7b0680ab07.JPG,Late_blight,1,test,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\47b3358f-62bf-48b8-a389-ab7b0680ab07.JPG,False
7c71ba9a-0835-45c0-b482-768abc0e9c76.JPG,Late_blight,1,test,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\7c71ba9a-0835-45c0-b482-768abc0e9c76.JPG,False
184492ce-e5f2-4cd5-a8cd-717dab299a8a.JPG,Late_blight,1,test,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\184492ce-e5f2-4cd5-a8cd-717dab299a8a.JPG,False
1d14d926-c957-47d8-b0ef-0b0ec2dab09a.JPG,Late_blight,1,test,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Late_blight\1d14d926-c957-47d8-b0ef-0b0ec2dab09a.JPG,False
40cb6dbc-c6bb-4d24-b5d0-60ac09f22985.JPG,Bacterial_spot,2,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Bacterial_spot\40cb6dbc-c6bb-4d24-b5d0-60ac09f22985.JPG,False
d2dc6745-8c94-4f1b-9826-6d68dd1773de.JPG,Bacterial_spot,2,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Bacterial_spot\d2dc6745-8c94-4f1b-9826-6d68dd1773de.JPG,False
005dc47d-b646-4ba7-a583-d200b8e782ad.JPG,Bacterial_spot,2,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Bacterial_spot\005dc47d-b646-4ba7-a583-d200b8e782ad.JPG,False
43dcf9e8-23fa-45a9-ac8f-4383275ec06f.JPG,Bacterial_spot,2,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Bacterial_spot\43dcf9e8-23fa-45a9-ac8f-4383275ec06f.JPG,False
c81647e6-6c7e-4f86-b87b-4e9a7798df9d.JPG,Bacterial_spot,2,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Bacterial_spot\c81647e6-6c7e-4f86-b87b-4e9a7798df9d.JPG,False
0af62b46-fc54-4461-b817-61583c5fde52.JPG,Bacterial_spot,2,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Bacterial_spot\0af62b46-fc54-4461-b817-61583c5fde52.JPG,False
b5478203-e30d-4c33-bffb-f362c1b5d4b8.JPG,Bacterial_spot,2,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Bacterial_spot\b5478203-e30d-4c33-bffb-f362c1b5d4b8.JPG,False
2130c4ce-bd81-4b4d-a780-011c52edef3c.JPG,Bacterial_spot,2,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Bacterial_spot\2130c4ce-bd81-4b4d-a780-011c52edef3c.JPG,False
55fb12f9-38ff-44b3-809d-a0a13adbb3cd.JPG,Bacterial_spot,2,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Bacterial_spot\55fb12f9-38ff-44b3-809d-a0a13adbb3cd.JPG,False
b93fca1b-9b81-403d-af8d-da151e30da5a.JPG,Bacterial_spot,2,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Bacterial_spot\b93fca1b-9b81-403d-af8d-da151e30da5a.JPG,False
33005982-f149-47cf-ba66-644717d65de6.JPG,Bacterial_spot,2,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Bacterial_spot\33005982-f149-47cf-ba66-644717d65de6.JPG,False
e3ef85e4-7582-4fb7-a741-6d5ae214677c.JPG,Bacterial_spot,2,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Bacterial_spot\e3ef85e4-7582-4fb7-a741-6d5ae214677c.JPG,False
54790e2f-4cfa-4e9b-b6bf-aca9265eea37.JPG,Bacterial_spot,2,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Bacterial_spot\54790e2f-4cfa-4e9b-b6bf-aca9265eea37.JPG,False
9ad254f5-e703-4049-afec-620fd1d132ae.JPG,Bacterial_spot,2,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\train\Tomato___Bacterial_spot\9ad254f5-e703-4049-afec-620fd1d132ae.JPG,False
44b1fd75-1c62-4db5-bad5-a4d8284cd7e7.JPG,Bacterial_spot,2,train,d:\ai_detect\sih 2026\ml\datasets\plantvillage_isolated\test\Tomato___Bacterial_spot\44b1fd75-1c62-4db5-bad5-a4d8284cd7e7.JPG,False
